4830,ActorID,Name,Date of Birth,Birth City,Birth Country,Height (Inches),Biography,Gender,Ethnicity,NetWorth
6212,1382.0,Dawn Didawick,7/30/1941,Woodstock,USA,,"Dawn Didawick was born on July 30, 1941 in Woodstock, Virginia, USA. She is an actress, known for Erin Brockovich (2000), Christmas with the Kranks (2004) and Diani  Devine Meet the Apocalypse (2016). She has been married to Harry Groener since September 19, 1978.",,,
6213,1383.0,Albert Finney,5/9/1936,Salford,UK,69.0,"The son of a Lancashire bookmaker, Albert Finney came to motion pictures via the theatre. In 1956, he won a scholarship to RADA where his fellow alumni included Peter O'Toole and Alan Bates. He joined the Birmingham Repertory where he excelled in plays by William Shakespeare. A member of the Royal Shakespeare Company, Finney understudied Laurence ...",,,
6214,1384.0,Valente Rodriguez,2/14/1961,Edcouch,USA,,"Valente Rodriguez was born on February 14, 1961 in Edcouch, Texas, USA. He is an actor and producer, known for McFarland, USA (2015), George Lopez (2002) and The Mentalist (2008).",,,
6215,1385.0,George Rocky Sullivan,,,,,"George Rocky Sullivan is an actor, known for Erin Brockovich (2000).",,,
6216,1386.0,Pat Skipper,9/23/1958,Lakeland,USA,,"Pat Skipper was born on September 23, 1958 in Lakeland, Florida, USA as William Patterson Skipper. He is known for his work on The X-Files (1993), Bosch (2014) and Halloween (2007). He is married to Jennifer Hammond. They have two children.",,,
6217,1387.0,Jack Gill,3/19/1955,,,72.0,"Jack Gill has created some of the movie industries' most memorable action sequences. He directed 2nd unit and was the stunt coordinator on blockbuster movies such as Venom (2018) Jumanji (2017) Fate of the Furious(2017) Furious 7 (2015), Ride Along 2 (2016), Ride Along (2014), Fast Five (2011), The Hangover Part III (2013), Date Night (2010), Wild...",,,
6218,1388.0,Teri Polo,6/1/1969,Dover,USA,67.0,"Teri Polo was born in Dover, Delaware, to Jane (Gentry) and Vincent Polo, a stereo systems designer. Her ancestry includes Italian (from her paternal grandfather), German, and English. She has two brothers, Mike and Steve. Polo studied ballet for twelve years and was a dancer for the Delaware Regional Ballet at age 15. She dropped out of high ...",,,
6219,1389.0,Nicole DeHuff,1/6/1975,Antlers,USA,65.0,"Nicole DeHuff was born on 6 January 1975 in Oklahoma. She began her acting studies at the prestigious Carnegie Mellon Acting Conservatory. Her first screen role was in the comedy hit Meet the Parents (2000), in which she co-starred with Robert De Niro and Ben Stiller. Her character (Deborah Byrnes) was the sister whose wedding caused chaos for her...",,,
6220,1390.0,Jon Abrahams,10/29/1977,New York City,USA,68.0,"Jon Abrahams was born on October 29, 1977 in New York City, New York, USA as Jon Avery Abrahams. He is an actor and director, known for Scary Movie (2000), House of Wax (2005) and Meet the Parents (2000).",,,
6221,1391.0,Tom McCarthy,6/7/1966,New Providence,USA,61.0,"Tom McCarthy is an American film director, screenwriter, and actor. He is best known for direct and write The Station Agent (2003), The Visitor (2007), Win Win (2011), and Spotlight (2015), for which he won the Academy Award for Best Original Screenplay, and was nominated for Best Director. McCarthy co-wrote the film Up (2009) with Bob Peterson and...",,,
6222,1392.0,Marisa Tomei,12/4/1964,Brooklyn,USA,64.0,"Marisa Tomei was born on December 4, 1964, in Brooklyn, New York, to Patricia ""Addie"" (Bianchi), a teacher of English, and Gary Tomei, a lawyer, both of Italian descent. Marisa has a brother, actor Adam Tomei. As a child, Marisa's mother frequently corrected her speech as to eliminate her heavy Brooklyn accent. As a teen, Marisa attended Edward R....",,,
6223,1393.0,Alan Alda,1/28/1936,Manhattan,USA,74.0,"Alan Alda was born on January 28, 1936 in Manhattan, New York City, New York, USA as Alphonso Joseph D'Abruzzo. He is known for his work on M*A*S*H (1972), The Four Seasons (1981) and Crimes and Misdemeanors (1989). He has been married to Arlene Alda since March 15, 1957. They have three children.",,,
6224,1394.0,Ashley Johnson,8/9/1983,Camarillo,USA,65.0,"Ashley was born in Camarillo, California on August 9, 1983, to Cliff and Nancy Johnson. When she was 9 days old, her family packed up and moved to Michigan where her father was transferred (Ship captain of an exploration ship). They finally ended up moving to ""The Town That Time Forgot"" called Franklin. She lived there through most of her life, ...",,,
6225,1395.0,Mark Feuerstein,6/8/1971,New York City,USA,67.0,"Mark Feuerstein got his break-through on television as a recurring character on the daytime soap opera Loving (1983). Most of the people in his family are lawyers. He was a high school state championship wrestler. He enjoys mountain-biking, wrestling, dancing (hip-hop to salsa) and jogging. He got the nickname ""Chaplin"" on the set of Giving It Up (...",,,
6226,1396.0,Delta Burke,7/30/1956,Orlando,USA,65.0,"Delta Burke is best known for her portrayal as Suzanne Sugarbaker in CBS' Designing Women (1986), which ran for *seven* seasons and for which she received two Emmy nominations for Best Actress in a Comedy Series. When a teenager she represented Florida in the Miss America Pageant, and won a talent scholarship, which she used to attend a two-year ...",,,
6227,1397.0,Valerie Perrine,9/3/1943,Galveston,USA,67.0,"Valerie Perrine was born on September 3, 1943 in Galveston, Texas, USA as Valerie Ritchie Perrine. She is an actress, known for Superman (1978), Lenny (1974) and Superman II (1980).",,,
6228,1398.0,Hugh Jackman,10/12/1968,Sydney,Australia,74.0,"Hugh Michael Jackman is an Australian actor, singer, multi-instrumentalist, dancer and producer. Jackman has won international recognition for his roles in major films, notably as superhero, period, and romance characters. He is best known for his long-running role as Wolverine in the X-Men film series, as well as for his lead roles in the ...",,,
6229,1399.0,Ian McKellen,5/25/1939,Burnley,UK,61.0,"Widely regarded as one of greatest stage and screen actors, both in his native Great Britain and internationally, twice nominated for the Oscar and recipient of every major theatrical award in the UK and US, Ian Murray McKellen was born on May 25, 1939 in Burnley, Lancashire, England, to Margery Lois (Sutcliffe) and Denis Murray McKellen, a civil ...",,,
6230,1400.0,James Marsden,9/18/1973,Stillwater,USA,61.0,"James Paul Marsden, or better known as just James Marsden, was born on September 18, 1973, in Stillwater, Oklahoma, to Kathleen (Scholz) and James Luther Marsden. His father, a distinguished Professor of Animal Sciences  Industry at Kansas State University, and his mother, a nutritionist, divorced when he was nine years old. James grew up with ...",,,
6231,1401.0,Anna Paquin,7/24/1982,Winnipeg,Canada,64.0,"Anna Paquin is the first millennial to have received an Academy Award nomination for acting, and the first to win. She was born in Winnipeg, Manitoba, Canada, in 1982, to Mary (Brophy), an English teacher from Wellington, New Zealand, and Brian Paquin, a Canadian phys-ed teacher. Anna moved to her mother's native country when she was four years old...",,,
6232,1402.0,Tyler Mane,12/8/1966,Saskatoon,Canada,80.0,"Tyler Mane was born on December 8, 1966 in Saskatoon, Saskatchewan, Canada as Daryl Karolat. He is an actor and producer, known for X-Men (2000), Halloween II (2009) and Troy (2004). He has been married to Renae Geerlings since September 3, 2007. He was previously married to Jean Goertz.",,,
6233,1403.0,Ray Park,8/23/1974,Glasgow,UK,69.0,"Ray Park was born in Glasgow, Scotland. He moved with his parents, younger brother and sister to London, England, at the age of seven. Ray always wanted to be in the movies, and be like their heroes. He also began to nurture a love for martial arts from the age of seven, when his father's fondness for Bruce Lee films sparked a fire in the ...",,,
6234,1404.0,Janet Jackson,5/16/1966,Gary,USA,64.0,"Janet Damita Jo Jackson was born on May 16, 1966 in Gary, Indiana, to Katherine Jackson (n�e Katherine Esther Scruse) and Joe Jackson, a musician. She is the youngest of ten children. After her birth, her brothers formed a band later called The Jackson 5. She lived at home with her sisters, while her brothers and father lived an extravagant life ...",,,
6235,1405.0,Richard Gant,3/10/1944,San Francisco,USA,76.0,"Richard Gant was born on March 10, 1944 in San Francisco, California, USA as Richard Edward Gant. He is an actor, known for Norbit (2007), Jason Goes to Hell: The Final Friday (1993) and Rocky V (1990). He is married to Arline Burks. They have one child.",,,
6236,1406.0,Anna Maria Horsford,3/6/1948,New York City,USA,68.0,"Anna Maria Horsford was born and raised in Harlem, New York. Her parents immigrated to the United States from the island nation Antigua  Barbuda, in the West Indies (then a British colony), during the 1940s. Anna grew up not really feeling American but not West Indian either, just somewhere in between. However, she vacationed in the Caribbean, ...",,,
6237,1407.0,Melinda McGraw,10/25/1963,Nicosia,Cyprus,67.0,"Melinda McGraw is a classically trained actress known for her range, playing a wide variety of roles in comedy and drama alike. Ms. McGraw grew up in the Boston area and was a member of the Boston Children's Theater. She attended Bennington College briefly until she was accepted at the Royal Academy of Dramatic Arts in London. Her school mates ...",,,
6238,1408.0,Gabriel Williams,,,,,"Gabriel Williams is known for his work on Nutty Professor II: The Klumps (2000), Mr. Deeds (2002) and Twin Falls Idaho (1999).",,,
6239,1409.0,Paul Sanchez,,,,76.0,"Paul is a native Californian, born in Los Angeles and raised in Whittier. After graduating high school, Paul received an athletic scholarship from the University of Hawaii and earned two degrees. This is when Paul decided to become an actor. He sought out the iconic Stella Adler, the preeminent acting teacher, auditioned for her and earned a full ...",,,
6240,1410.0,Lari White,5/13/1965,Dunedin,USA,,"Lari White was born on May 13, 1965 in Dunedin, Florida, USA as Lari Michele White. She was an actress, known for Cast Away (2000), Big Eden (2000) and No Regrets (2004). She was married to Chuck Cannon. She died on January 23, 2018 in Nashville, Tennessee, USA.",,,
6241,1411.0,Leonid Citer,,,,,"Leonid Citer is an actor, known for Cast Away (2000), Bringing Out the Dead (1999) and The Interpreter (2005).",,,
6242,1412.0,David Allen Brooks,1/9/1947,Los Angeles,USA,,"David Allen Brooks was born on January 9, 1947 in Los Angeles, California, USA. He is an actor, known for Manhunter (1986), Cast Away (2000) and Crusade (1999).",,,
6243,1413.0,Yelena Popovic,,,,,"Yelena Popovic is a producer and actress, known for Cast Away (2000), L.A. Superheroes (2013) and Man of God.",,,
6244,1414.0,Valentina Ananina,5/18/1933,Moscow,USSR,,"Valentina Ananina was born on May 18, 1933 in Moscow, RSFSR, USSR as Valentina Georgievna Ananina. She is an actress, known for Cast Away (2000), The Cranes Are Flying (1957) and Romans o vlyublyonnykh (1974).",,,
6245,1415.0,Semion Sudarikov,,,,,"Semion Sudarikov is an actor, known for Cast Away (2000).",,,
6246,1416.0,Peter Von Berg,11/7/1947,Germany,,,"Peter Von Berg was born on November 7, 1947 in Germany. He is an actor, known for Cast Away (2000), Bad Company (2002) and The Purple Rose of Cairo (1985).",,,
6247,1417.0,Lucy Liu,12/2/1968,Queens,USA,63.0,"Born to immigrants in Queens, New York, Lucy Liu has always tried to balance an interest in her cultural heritage with a desire to move beyond a strictly Asian-American experience. Lucy's mother, Cecilia, a biochemist, is from Beijing, and her father, Tom Liu, a civil engineer, is from Shanghai. Once relegated to ""ethnic"" parts, the energetic ...",,,
6248,1418.0,Kelly Lynch,1/31/1959,Golden Valley,USA,69.0,"Kelly Lynch was born in 1959 in Minneapolis, Minnesota. She started her acting career with a small job at the Guthrie Theater. She studied under acting teacher Sanford Meisner and became a model for the famous Elite Modeling Agency. She first gained acclaim for acting in the Gus Van Sant film Drugstore Cowboy (1989). Lynch earned an Independent ...",,,
6249,1419.0,Crispin Glover,4/20/1964,New York City,USA,61.0,"While he's never been a typical leading man, Crispin Glover has distinguished himself as one of the most intriguing personalities in the movie business. His unusual characters and personal projects have inspired a cult-like following that has dubbed him both madman and genius. The son of actress and dancer Betty Glover and actor Bruce Glover, ...",,,
6250,1420.0,Matt LeBlanc,7/25/1967,Newton,USA,69.0,"Matt LeBlanc was born on 25 July 1967 in Newton, Massachussetts. His mother, Patricia, is of Italian origin, and worked as an office manager, and his father, Paul LeBlanc, who was from a French-Canadian family, was a mechanic. After graduating from high school, he spent some time as a photo model in Florida before moving to New York where he took ...",,,
6251,1421.0,Katharine Towne,7/17/1978,Hollywood,USA,67.0,"Katharine Towne was born on July 17, 1978 in Hollywood, Los Angeles, California, USA as Katharine Payne Towne. She is an actress, known for Mulholland Drive (2001), Evolution (2001) and What Lies Beneath (2000). She was previously married to Charlie Hunnam.",,,
6252,1422.0,Miranda Otto,12/16/1967,Brisbane,Australia,65.0,"Miranda Otto is an Australian actress. Otto is a daughter of actors Barry Otto and Lindsay Otto, and half-sister of actress Gracie Otto. She began her acting career at age 18 in 1986, and has appeared in a variety of independent and major studio films. Otto made her major film debut in Emma's War (1987), in which she played a teenager who moves to...",,,
6253,1423.0,James Remar,12/31/1953,Boston,USA,61.0,"James is a rugged, intense character player with leading man good looks. Having first gained recognition in 1979 as Ajax, in his second film, The Warriors (1979). That same year he garnered acclaim on Broadway with Richard Gere in the concentration camp drama ""Bent"". In a career spanning nearly four decades, James has run the gamut of roles and ...",,,
6254,1424.0,Victoria Bidewell,7/10/1978,Saskatoon,Canada,63.0,"Victoria Bidewell was born on July 10, 1978 in Saskatoon, Saskatchewan, Canada. She is an actress, known for Good Luck Chuck (2007), Aliens vs. Predator: Requiem (2007) and What Lies Beneath (2000).",,,
6255,1425.0,Diana Scarwid,8/27/1955,Savannah,USA,65.0,"""Because I'm NOT one of your FANS!!!!!"", screamed Diana Scarwid in her most talked-about screen role: the portrayal of Christina Crawford in Mommie Dearest (1981). Reviewers were highly critical of Diana's work in the film and her performance earned a Golden Razzie for Worst Supporting Actress. With this, she became the first actress ever to go ...",,,
6256,1426.0,Dennison Samaroo,,,,,"Dennison Samaroo is an actor, known for How High (2001), Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014) and What Lies Beneath (2000).",,,
6257,1427.0,Jennifer Tung,5/3/1973,Oakland,USA,,"Actress/Producer Jennifer Tung has worked in the film and television industry for more than 20 years and is best known for her roles in successful J.J Abrams Television series, ""Alias"" (2001-2006), working opposite Director Quentin Tarantino, and ""Kung Pow, Enter the Fist"" with Steve Oedekerk (2002). Jennifer has also appeared in episodes of many ...",,,
6258,1428.0,Russell Crowe,4/7/1964,Wellington,New Zealand,61.0,"Russell Ira Crowe was born in Wellington, New Zealand, to Jocelyn Yvonne (Wemyss) and John Alexander Crowe, both of whom catered movie sets. His maternal grandfather, Stanley Wemyss, was a cinematographer. Crowe's recent ancestry includes Welsh (where his paternal grandfather was born, in Wrexham), English, Irish, Scottish, Norwegian, Swedish, and...",,,
6259,1429.0,Joaquin Phoenix,10/28/1974,San Juan,Puerto Rico,68.0,"Joaquin Phoenix was born Joaquin Rafael Bottom in San Juan, Puerto Rico, to Arlyn (Dunetz) and John Bottom, and is the middle child in a brood of five. His parents, from the continental United States, were then serving as Children of God missionaries. His mother is from a Jewish family from New York, while his father, from California, is of mostly...",,,
6260,1430.0,Connie Nielsen,7/3/1965,Elling,Denmark,61.0,"Danish beauty Connie Nielsen consistently lights up the screen with an eclectic bevy of film roles. She was born in Frederikshavn, Denmark, to a mother who worked as an insurance clerk, and a father, Bent Nielsen, who was a bus driver. Nielsen began her acting career working alongside her mother on the local revue and variety scene. At 18, she ...",,,
6261,1431.0,Oliver Reed,2/13/1938,Wimbledon,UK,61.0,"Oliver Reed was born on February 13, 1938 in Wimbledon, London, England as Robert Oliver Reed. He was an actor, known for Gladiator (2000), Oliver! (1968) and Dr. Heckyl and Mr. Hype (1980). He was married to Josephine Burge and Kate Byrne. He died on May 2, 1999 in Valletta, Malta.",,,
6262,1432.0,Derek Jacobi,10/22/1938,Leytonstone,UK,61.0,"Preeminent British classical actor of the first post-Olivier generation, Derek Jacobi was knighted in 1994 for his services to the theatre, and, in fact, is only the second to enjoy the honor of holding TWO knighthoods, Danish and English (Olivier was the other). Modest and unassuming in nature, Jacobi's firm place in theatre history centers ...",,,
6263,1433.0,Djimon Hounsou,4/24/1964,Cotonou,Benin,73.0,"Djimon Hounsou was born in Cotonou, Benin, in west Africa, to Albertine and Pierre Hounsou, a cook. He moved to Lyon, France, when he was thirteen. Hounsou has graced the catwalks of Paris and London as a popular male model. He has since left his modeling career and has worked on Gladiator (2000) by Ridley Scott and Amistad (1997) by Steven ...",,,
6264,1434.0,David Schofield,1951-0-0,Manchester,UK,61.0,"David Schofield was born in 1951, in Manchester, England. He was one of ten children in a working-class family. His first acting experience was at Manchester boy's school at the age of 12. In 1967, he was accepted as student assistant stage manager at a local repertory theatre. He started on the lowest step of the ladder and worked in every ...",,,
6265,1435.0,Heath Ledger,4/4/1979,Perth,Australia,73.0,"When hunky, twenty-year-old heart-throb Heath Ledger first came to the attention of the public in 1999, it was all too easy to tag him as a ""pretty boy"" and an actor of little depth. He spent several years trying desperately to sway this image, but this was a double-edged sword. His work comprised nineteen films, including 10 Things I Hate About ...",,,
6266,1436.0,Jason Isaacs,6/6/1963,Liverpool,UK,61.0,"Jason Isaacs was born in Liverpool, the third of four children of Sheila and Eric Isaacs. His parents were both from Jewish families (from Eastern Europe). He studied law at Bristol University and graduated in 1985 with a degree in law but decided to study acting. While at Bristol University, he directed and/or appeared in over 20 productions. He ...",,,
6267,1437.0,Lisa Brenner,2/12/1974,Long Island,USA,64.0,"Lisa Brenner was born on February 12, 1974 in Long Island, New York, USA as Lisa Dawn Goldstein. She is an actress and producer, known for The Patriot (2000), The Librarian: Quest for the Spear (2004) and Finding Home (2003). She has been married to Dean Devlin since July 4, 2003. They have two children.",,,
6268,1438.0,George Clooney,5/6/1961,Lexington,USA,61.0,"George Timothy Clooney was born on May 6, 1961, in Lexington, Kentucky, to Nina Bruce (n�e Warren), a former beauty pageant queen, and Nick Clooney, a former anchorman and television host (who was also the brother of singer Rosemary Clooney). He has Irish, English, and German ancestry. Clooney spent most of this youth in Ohio and Kentucky, and ...",,,
6269,1439.0,Mark Wahlberg,6/5/1971,Dorchester,USA,68.0,"American actor Mark Wahlberg is one of a handful of respected entertainers who successfully made the transition from teen pop idol to acclaimed actor. A Best Supporting Actor Oscar nominee for The Departed (2006) who went on to receive positive critical reviews for his performance in The Fighter (2010), Wahlberg also is a solid comedy actor, ...",,,
6270,1440.0,Diane Lane,1/22/1965,New York City,USA,67.0,"Diane Lane was born on January 22, 1965, in New York. She is the daughter of acting coach Burton Eugene ""Burt"" Lane and nightclub singer/centerfold Colleen Farrington. Her parents' families were both from the state of Georgia. Diane was acting from a very young age and made her stage debut at the age of six. Her work in such acclaimed theater ...",,,
6271,1441.0,John Hawkes,9/11/1959,Alexandria,USA,69.0,"John Hawkes was born John Marvin Perkins in Alexandria, Minnesota, to Patricia Jeanne (Olson) and Peter John Perkins, a farmer. He is of Scandinavian and British Isles descent. John moved to Austin, Texas to begin his career as an actor and musician. He co-founded the Big State Productions Theatre Company and appeared in the group's original play,...",,,
6272,1442.0,Allen Payne,7/7/1968,Harlem,USA,61.0,"Allen Payne was born on July 7, 1968 in Harlem, New York City, New York, USA. He is an actor, known for New Jack City (1991), The Perfect Storm (2000) and Vampire in Brooklyn (1995).",,,
6273,1443.0,Karen Allen,10/5/1951,Carrollton,USA,65.0,"Karen Jane Allen was born in Carrollton, rural southern Illinois, to Patricia (Howell), a teacher, and Carroll Thompson Allen, an FBI agent. She spent her first 10 years traveling around the country with her parents and two sisters. She was always ""the new girl in school."" Acting did not really cross Allen's mind until she was in her early 20s, ...",,,
6274,1444.0,Taylor Momsen,7/26/1993,St. Louis,USA,68.0,"Taylor Momsen was born on July 26, 1993 in St. Louis, Missouri, USA as Taylor Michel Momsen. She is an actress, known for How the Grinch Stole Christmas (2000), Spy Kids 2: Island of Lost Dreams (2002) and Underdog (2007).",,,
6275,1445.0,Kelley,,,,,"Kelley is an actress, known for How the Grinch Stole Christmas (2000) and Spoonfed Reality (2011).",,,
6276,1446.0,Bill Irwin,4/11/1950,Santa Monica,USA,61.0,"Bill Irwin was born on April 11, 1950, in Santa Monica, California, to Elizabeth (Mills), a teacher, and Horace G. Irwin, an aerospace engineer. He is the oldest of three children, and is of English, Irish, and German descent. Irwin spent a year in Belfast, Northern Ireland, as an exchange student. He is a graduate in theatre arts from Oberlin ...",,,
6277,1447.0,Molly Shannon,9/16/1964,Shaker Heights,USA,65.0,"Molly Shannon spent six seasons as a member of the repertory company on Saturday Night Live (1995 - 2001), primarily known for the eclectic characters she created, such as Mary Katherine Gallagher, Sally O'Malley, Helen Madden: Licensed Joyologist, and Terry Rialto, the National Public Radio host for The Delicious Dish. In 2000, she received an ...",,,
6278,1448.0,Clint Howard,4/20/1959,Burbank,USA,67.0,"Clint Howard also had a recurring role in The Andy Griffith Show, as a little boy always dressed in a cowboy outfit and always eating a peanut butter and jelly sandwich. He never said a word, but was always offering someone a bite. He also had a co-starring role along with a black bear as the owner and friend of Gentle Ben, in that series.",,,
6279,1449.0,Josh Ryan Evans,1/10/1982,Hayward,USA,38.0,"Despite being one of the smallest actors in Hollywood at 37 inches, Josh proved quality early on in life. By creating and distributing his own business cards before he was even a teenager, Josh landed a spot on ""The Dancing Baby"" ice cream commercial, which led to his role in Baby Geniuses (1999), where he played all the babies and did all the ...",,,
6280,1450.0,Dougray Scott,11/25/1965,Glenrothes,UK,72.0,"Born in Scotland, trained at the Welsh College of Music and Drama where he was named most promising drama student. Scott's early work was in Scottish national theatre and television, first appearing in the series Soldier Soldier as well as on the stage in the Tim Fleming directed production of Wallace. Early television credits to follow included ...",,,
6281,1451.0,Thandie Newton,11/6/1972,Westminster,UK,63.0,"Thandie Newton was born in London. She is the daughter of a Zimbabwean mother, Nyasha, a health-care worker from the Shona tribe, and Nick Newton, a British father who worked as a lab technician. She lived in Zambia until political unrest caused her family to move back to the UK. She then lived in Cornwall in the southwest of Britain until the age...",,,
6282,1452.0,Richard Roxburgh,1/23/1962,Albury,Australia,61.0,"Richard Roxburgh was born on January 23, 1962 in Albury, New South Wales, Australia. He is an actor and writer, known for Moulin Rouge! (2001), Van Helsing (2004) and Rake (2010). He has been married to Silvia Colloca since September 25, 2004. They have three children.",,,
6283,1453.0,John Polson,9/6/1965,Sydney,Australia,,"John Polson is an award-winning actor, director and producer who has garnered worldwide attention directing feature films such as Siam Sunset (starring Linus Roache), which won awards at numerous film festivals around the world (including the Cannes Film Festival), Swimfan (starring Jesse Bradford, Erica Christensen), and Hide and Seek (starring ...",,,
6284,1454.0,Brendan Gleeson,3/29/1955,Dublin,Ireland,73.0,"Brendan Gleeson was born in Dublin, Ireland, to Pat and Frank Gleeson. From a very young age, he loved to learn, especially reading classical text in and outside the classroom. He took great attention to Irish play writers such as Samuel Beckett, which eventually led to him performing in his high school play production of ""Waiting for Godot"", and ...",,,
6285,1455.0,Rade Serbedzija,7/27/1946,Bunic,Yugoslavia,61.0,"Rade Serbedzija was born in Bunic (Korenica) in 1946. Graduated from the Academy of Dramatic Arts in Zagreb. Still a student, he started to play the leading roles in films and theater productions. He is remembered as an outstanding Peer Gynt, Don Juan, Georgij, Melkior, Oedipus, Hamlet, Leon and Richard III. He wrote and published four books of ...",,,
6286,1456.0,William Mapother,4/17/1965,Louisville,USA,73.0,"William Mapother was born on April 17, 1965 in Louisville, Kentucky, USA as William Reibert Mapother Jr. He graduated from the University of Notre Dame with a B.A. in English. He is the co-founder of the film finance marketplace Slated. He is known for his work on Lost (2004), In the Bedroom (2001) and Another Earth (2011).",,,
6287,1457.0,Max Casella,6/6/1967,Washington,USA,67.0,"Max Casella was born on June 6, 1967 in Washington, District of Columbia, USA as Max Deitch. He is an actor, known for Jackie (2016), Inside Llewyn Davis (2013) and Blue Jasmine (2013). He has been married to Leona Casella since February 7, 2002. They have two children.",,,
6288,1458.0,D.B. Sweeney,11/14/1961,Shoreham,USA,72.0,"Daniel Bernard Sweeney was born on November 14, 1961 in Shoreham, Long Island, New York. He got his start in the New York theatre with appearances in dozens of productions including a run on Broadway in ""The Caine Mutiny Court Martial"". He was selected by Francis Ford Coppola to star in the Vietnam era drama Gardens of Stone (1987). This began a ...",,,
6289,1459.0,Samuel E. Wright,11/20/1946,Camden,USA,,"Samuel E. Wright was born on November 20, 1946 in Camden, South Carolina, USA. He is an actor, known for The Little Mermaid (1989), Dinosaur (2000) and Bird (1988).",,,
6290,1460.0,Peter Siragusa,,Boston,USA,,"Peter Siragusa was born in Boston, Massachusetts, USA. He is an actor, known for Home Alone (1990), Dinosaur (2000) and Cloudy with a Chance of Meatballs (2009).",,,
6291,1461.0,Julianna Margulies,6/8/1966,Spring Valley,USA,66.0,"Julianna Margulies was born on June 8, 1966 in Spring Valley (near New York City), as the youngest of three daughters of Francesca (Goldberg), a teacher and dancer in American Ballet, and Paul Margulies, an advertising writer and philosopher. She is of Ashkenazi Jewish heritage (from Romania, Austria, Hungary, and Russia). Until beginning high ...",,,
6292,1462.0,Tara Reid,11/8/1975,Wyckoff,USA,65.0,"Born in Wyckoff, New Jersey, USA on November 8, 1975. She got her career start at six, when she appeared on a children's game show called Child's Play (1982). Later, she appeared in commercials for Jell-O, McDonald's, and Crayola. She attended the Professional Children's School in New York City. Her classmates included Sarah Michelle Gellar, Jerry...",,,
6293,1463.0,Seann William Scott,10/3/1976,Cottage Grove,USA,61.0,"Seann William Scott was born in Cottage Grove, Minnesota, to Patricia Anne (Simons) and William Frank Scott, a factory worker. He was discovered at a talent competition in Los Angeles, and almost immediately was flown to New York by ABC to test for All My Children (1970). His face has also been seen from his basketball-playing appearance on a ...",,,
6294,1464.0,Antonio Banderas,8/10/1960,M�laga,Spain,68.0,"Antonio Banderas, one of Spain's most famous faces, was a soccer player until breaking his foot at the age of fourteen; he is now an international film star known for playing Zorro in the eponymous film series. He was born Jos� Antonio Dom�nguez Banderas on August 10, 1960, in M�laga, Andalusia, Spain. His father, Jose Dominguez, was a policeman in...",,,
6295,1465.0,Carla Gugino,8/29/1971,Sarasota,USA,65.0,"Carla Gugino was born in Sarasota, Florida, to Carl Gugino, an orthodontist. She is of Italian (father) and English-Irish (mother) ancestry. Gugino moved with her mother to Paradise, California, when Carla was just five years old. During her childhood, they moved many times within the state. But she remained a straight-A student throughout high ...",,,
6296,1466.0,Alexa PenaVega,8/27/1988,Miami,USA,61.0,"Alexa Ellesse PenaVega (n�e Vega; born August 27, 1988) is an American actress and singer. She is known for her role as Carmen Cortez in the Spy Kids film series and Shilo Wallace in the film Repo! The Genetic Opera (2008). In 2009, she starred as the title character Ruby Gallagher in the ABC Family series Ruby  The Rockits.",,,
6297,1467.0,Daryl Sabara,6/14/1992,Torrance,USA,69.0,"Daryl Sabara was born on June 14, 1992 in Torrance, California, USA as Daryl Christopher Sabara. He is known for his work on The Polar Express (2004), Spy Kids 3-D: Game Over (2003) and Spy Kids (2001). He has been married to Meghan Trainor since December 22, 2018.",,,
6298,1468.0,Alan Cumming,1/27/1965,Aberfeldy,UK,61.0,"Alan Cumming was born on January 27, 1965, in Aberfeldy, Scotland, to Mary (Darling), an insurance company secretary, and Alex Cumming. His family lived nearby in Dunkeld, where his father was a forester for Atholl Estate. The family (including his brother, Tom) moved to Fassfern near Fort William, before moving to the east coast of Scotland in ...",,,
6299,1469.0,Cheech Marin,7/13/1946,Los Angeles,USA,66.0,"Cheech Marin was born on July 13, 1946 in Los Angeles, California, USA as Richard Anthony Marin. He is an actor, known for Born in East L.A. (1987), Tin Cup (1996) and Up in Smoke (1978). He has been married to Natasha Rubin since August 8, 2009. He was previously married to Patti Heid and Rikki Marin.",,,
6300,1470.0,Julie Andrews,10/1/1935,Walton-on-Thames,UK,67.0,"Julia Elizabeth Wells was born on October 1, 1935, in England. Her mother, Barbara Ward (Morris), and stepfather, both vaudeville performers, discovered her freakish but undeniably lovely four-octave singing voice and immediately got her a singing career. She performed in music halls throughout her childhood and teens, and at age 20, she launched ...",,,
6301,1471.0,Anne Hathaway,11/12/1982,Brooklyn,USA,68.0,"Anne Jacqueline Hathaway was born in Brooklyn, New York, to Kate McCauley Hathaway, an actress, and Gerald T. Hathaway, a lawyer, both originally from Philadelphia. She is of mostly Irish descent, along with English, German, and French. Her first major role came in the short-lived television series Get Real (1999). She gained widespread ...",,,
6302,1472.0,Heather Matarazzo,11/10/1982,Long Island,USA,64.0,"Heather Matarazzo was born November 10, 1982, in Oyster Bay, New York. She was adopted by Camille and Ray Matarazzo, an Italian-American couple (she is of Irish descent birth). Heather attended Oyster Bay High School, as well as the Long Island High School for the Arts. In 1997, she made her film debut in Welcome to the Dollhouse (1995), she ...",,,
